complaint_id,product,issue,company,state,city,zip_code,status,date_received,date_sent_to_company,response_time_days,timely_response?,consumer_disputed?,company_response_to_consumer
100507,Student Loan,Billing Disputes,Nan,Il,Los Angeles,89875.0,,2023-09-24,2023-10-03,9,,FALSE,Closed with explanation
100508,Mortgage,Billing Disputes,Nan,Mi,Nan,46473.0,Resolved,2023-06-07,2023-07-24,47,Yes,,
100509,Credit Reporting,Other,Nan,,Miami,32927.0,Open,2023-06-06,2023-06-27,21,,Y,In progress
100510,Mortgage,Fees,Nan,Fl,Charlotte,67210.0,Closed,2023-03-20,2023-05-17,58,TRUE,No,In progress
100511,Credit Card,Identity Theft,Metro Loans,Nc,New York,58808.0,In Progress,2024-04-25,2024-05-05,10,TRUE,Yes,Closed
100512,Credit Card,Identity Theft,Nan,Tx,Houston,61879.0,Open,2023-03-15,2023-03-15,0,Yes,No,
100513,Student  Loan,Incorrect Information,United Credit,Pa,Los Angeles,,Open,2023-02-13,2023-03-17,32,TRUE,TRUE,In progress
100514,Credit Reporting,Collection Harassment,Northstar Finance,Il,Los Angeles,75083.0,Closed,2024-04-13,2024-05-20,37,N,,
100515,Mortgage,Collection Harassment,,Mi,Nan,27306.0,Resolved,2023-10-05,2023-12-03,59,Y,TRUE,
100516,Bank Account,Identity Theft,,Nan,Nan,85275.0,Open,2023-08-07,2023-09-27,51,,,In progress
100517,Bank Account,Collection Harassment,Northstar Finance,Fl,Columbus,48164.0,,2024-01-04,2024-02-25,52,No,FALSE,
100518,Credit Card,Other,Northstar Finance,Il,Columbus,46822.0,In Progress,2023-07-11,2023-08-16,36,Yes,,Closed with explanation
100519,Debt Collection,Identity Theft,Nan,,Columbus,44963.0,Closed,2023-03-05,2023-03-23,18,N,Y,
100520,Student Loan,Billing Disputes,,Oh,Philadelphia,48066.0,Open,2023-12-31,2024-01-22,22,FALSE,Y,
100521,Credit Reporting,Other,Northstar Finance,Ga,Charlotte,,,2023-03-29,2023-04-01,3,No,,Closed
100522,Credit Reporting,Fees,Northstar Finance,Mi,Philadelphia,54701.0,Resolved,2023-10-04,2023-10-27,23,,FALSE,Closed with explanation
100523,Credit Card,Collection Harassment,,Ca,Detroit,21412.0,,2024-04-19,2024-05-07,18,FALSE,N,Closed with explanation
100524,Mortgage,Identity Theft,Nan,Nan,Columbus,60971.0,,2024-04-13,2024-04-10,-3,,,
100525,Debt Collection,Identity Theft,Finserv Co,Pa,New York,,,2023-06-30,2023-07-08,8,N,,Closed
100526,,Identity Theft,,Mi,Nan,19748.0,,2024-01-26,2024-02-24,29,Yes,Y,In progress
100527,Bank Account,Identity Theft,Finserv Co,Oh,Chicago,85592.0,,2023-11-03,2023-11-22,19,No,TRUE,In progress
100528,Credit Card,Incorrect Information,Northstar Finance,Nan,Los Angeles,38136.0,,2023-08-28,2023-10-26,59,TRUE,N,Closed
100529,Credit Card,Billing Disputes,Northstar Finance,Nc,Charlotte,63553.0,,2023-03-11,2023-04-06,26,TRUE,N,Closed with explanation
100530,Mortgage,Fees,Acme Bank,Tx,Chicago,40537.0,Resolved,2023-11-22,2023-12-29,37,,FALSE,
100532,Student Loan,Other,,Nan,Miami,44726.0,,2024-05-08,2024-05-05,-3,,Yes,In progress
100533,Credit  Card,Fees,Nan,Ga,Columbus,22050.0,,2023-01-03,2023-01-11,8,TRUE,TRUE,
100534,Credit Reporting,Identity Theft,Acme Bank,Fl,,97600.0,Open,2023-12-25,2024-02-03,40,Yes,FALSE,
100535,Mortgage,Fees,Northstar Finance,Tx,,38043.0,Open,2024-02-28,2024-03-29,30,TRUE,TRUE,
100536,Credit Card,Billing Disputes,Northstar Finance,Ca,Houston,62445.0,Closed,2024-04-20,2024-05-04,14,,Y,
100537,Mortgage,Collection Harassment,United Credit,Nan,Atlanta,60896.0,,2023-07-31,2023-08-28,28,,FALSE,In progress
100538,Student Loan,Collection Harassment,Metro Loans,,New York,,In Progress,2023-03-01,2023-04-23,53,,,Closed
100539,Credit Card,Billing Disputes,Nan,Pa,Atlanta,62704.0,Resolved,2023-05-16,2023-06-05,20,Yes,Yes,Closed
100540,Credit Card,Fees,Finserv Co,Tx,Chicago,60933.0,Open,2024-03-01,2024-02-27,-3,N,TRUE,
100541,Credit Reporting,Fees,Northstar Finance,Pa,,17205.0,Open,2024-03-14,2024-03-29,15,TRUE,,In progress
100542,Bank Account,Identity Theft,Metro Loans,Ca,Miami,70216.0,,2023-11-15,2024-01-09,55,No,N,In progress
100543,Mortgage,Billing Disputes,Nan,Ga,Chicago,20278.0,Closed,2023-03-03,2023-04-16,44,N,Y,In progress
100544,Student Loan,Collection Harassment,United Credit,Nc,New York,49145.0,Open,2023-03-02,2023-04-20,49,Yes,No,
100545,Credit Reporting,Nan,Nan,,Houston,42823.0,Closed,2023-08-28,2023-10-21,54,No,No,
100546,Mortgage,Fees,Finserv Co,Il,Chicago,50293.0,Closed,2023-10-22,2023-10-24,2,Yes,N,
100547,Bank Account,Identity Theft,Acme Bank,Tx,Chicago,16471.0,In Progress,2023-01-17,2023-01-30,13,,,
100548,,Fees,Metro Loans,Ca,Los Angeles,73125.0,,2023-12-10,2023-12-08,-2,,No,
100549,Mortgage,Billing Disputes,Acme Bank,Pa,,47670.0,Closed,2023-09-30,2023-09-25,-5,N,No,Closed with explanation
100550,Nan,Fees,Nan,Ny,Nan,10317.0,Closed,2023-02-17,2023-04-13,55,Y,,In progress
100552,Credit Reporting,Incorrect Information,United Credit,Nan,,58606.0,In Progress,2023-08-16,2023-08-21,5,N,No,In progress
100553,Credit Reporting,Fees,United Credit,Oh,Atlanta,69962.0,Closed,2023-12-28,2024-02-07,41,No,N,In progress
100554,Mortgage,Nan,United Credit,,Columbus,,In Progress,2024-02-17,2024-03-17,29,FALSE,N,Closed with explanation
100555,Debt Collection,Nan,United Credit,Oh,New York,74839.0,Resolved,2023-08-04,2023-08-03,-1,,Y,
100556,Credit  Card,Nan,United Credit,Tx,Philadelphia,78106.0,Resolved,2023-05-28,2023-07-21,54,,No,Closed with explanation
100557,Debt  Collection,Incorrect Information,United Credit,Ny,Detroit,88476.0,Open,2024-04-29,2024-06-19,51,,Yes,
100558,Credit Card,Billing Disputes,Nan,Ga,Nan,98437.0,Open,2023-08-18,2023-09-18,31,,TRUE,
100559,Nan,Other,Acme Bank,Ga,Chicago,89630.0,Closed,2023-06-07,2023-07-18,41,Yes,Yes,In progress
100560,Bank Account,Collection Harassment,Acme Bank,,Miami,81617.0,,2023-08-10,2023-08-30,20,TRUE,TRUE,In progress
100561,Bank Account,Collection Harassment,Metro Loans,Nan,Nan,48787.0,Closed,2023-01-07,2023-02-22,46,TRUE,Yes,
100562,Bank Account,Collection Harassment,Nan,Tx,Charlotte,55340.0,Resolved,2023-05-31,2023-06-23,23,Yes,No,
100563,Mortgage,Collection Harassment,Northstar Finance,Il,Philadelphia,65443.0,In Progress,2023-09-15,2023-11-13,59,No,Yes,Closed with explanation
100564,Student  Loan,Collection Harassment,Northstar Finance,Tx,Miami,25250.0,In Progress,2024-04-04,2024-04-03,-1,TRUE,N,In progress
100565,Student Loan,Fees,Nan,Ca,Nan,70987.0,Open,2024-01-05,2024-01-11,6,FALSE,Y,Closed
100566,Student Loan,Billing Disputes,United Credit,Ny,Nan,,In Progress,2024-01-26,2024-03-23,57,No,Y,Closed with explanation
100567,Debt Collection,Fees,,Ca,Los Angeles,56817.0,,2023-09-30,2023-10-13,13,N,Y,Closed with explanation
100568,Debt Collection,Collection Harassment,Acme Bank,Tx,Chicago,71844.0,Closed,2023-07-15,2023-08-30,46,Yes,N,
100570,Student  Loan,Incorrect Information,Metro Loans,Tx,Charlotte,93916.0,Resolved,2024-05-13,2024-05-20,7,TRUE,,
100571,Credit  Card,Other,United Credit,Ca,Miami,97885.0,Closed,2023-01-23,2023-02-20,28,TRUE,No,Closed
100572,Mortgage,Fees,,Nan,New York,,,2024-03-15,2024-03-28,13,,N,In progress
100573,Bank Account,Fees,Metro Loans,Nc,New York,36811.0,Resolved,2023-12-09,2023-12-16,7,,Yes,
100574,Bank Account,Other,United Credit,,Nan,27006.0,,2023-05-22,2023-07-18,57,No,Y,
100575,Nan,Incorrect Information,Northstar Finance,Ca,Los Angeles,36937.0,,2024-01-24,2024-01-31,7,Y,Yes,Closed with explanation
100576,Mortgage,Nan,Northstar Finance,Tx,Detroit,74131.0,Closed,2024-02-23,2024-02-24,1,,Yes,
100577,Credit Reporting,Incorrect Information,,Oh,,87785.0,In Progress,2023-01-22,2023-03-01,38,Yes,No,
100578,Mortgage,Other,Northstar Finance,Mi,Detroit,89213.0,Resolved,2023-02-23,2023-04-15,51,,No,In progress
100579,Bank Account,Collection Harassment,Metro Loans,Ca,Charlotte,71557.0,Closed,2023-11-29,2023-12-02,3,,Y,In progress
100580,Credit Reporting,Billing Disputes,,Tx,Chicago,71290.0,,2024-05-14,2024-06-24,41,Yes,FALSE,
100581,Bank Account,Incorrect Information,,Pa,Miami,95673.0,Resolved,2023-01-12,2023-02-11,30,No,No,
100582,Bank Account,Incorrect Information,Northstar Finance,Ny,Miami,71716.0,Closed,2023-11-29,2024-01-16,48,FALSE,TRUE,Closed
100583,Credit Reporting,Nan,Acme Bank,Pa,Miami,22687.0,In Progress,2023-03-10,2023-03-13,3,N,Y,
100584,,Billing Disputes,,Nan,Los Angeles,,,2023-11-22,2024-01-19,58,,N,
100585,Debt  Collection,,Nan,Ga,Los Angeles,42280.0,In Progress,2023-11-08,2023-12-13,35,TRUE,,Closed with explanation
100586,Debt Collection,Collection Harassment,United Credit,Oh,Los Angeles,67327.0,,2023-02-15,2023-04-05,49,FALSE,N,Closed
100587,Credit  Card,Identity Theft,Nan,Oh,Houston,,,2023-12-07,2023-12-25,18,No,Y,In progress
100588,Bank Account,Billing Disputes,Northstar Finance,,Detroit,36493.0,In Progress,2024-03-24,2024-05-19,56,Y,No,
100589,Credit Reporting,Fees,,Ga,Detroit,36972.0,,2024-03-07,2024-04-11,35,No,No,Closed
100590,Debt  Collection,Identity Theft,,Ga,New York,17992.0,In Progress,2023-01-15,2023-01-18,3,No,,In progress
100591,,Other,United Credit,,Philadelphia,,Resolved,2023-05-03,2023-06-26,54,Yes,FALSE,Closed with explanation
100592,Credit Card,Collection Harassment,Metro Loans,Tx,Nan,,,2023-05-01,2023-06-16,46,,Y,Closed with explanation
100593,Debt Collection,Other,United Credit,Ca,Atlanta,68961.0,Open,2023-08-15,2023-08-29,14,Yes,N,In progress
100594,Mortgage,Nan,Acme Bank,Oh,Chicago,94882.0,,2023-03-13,2023-04-12,30,TRUE,TRUE,
100595,Credit Reporting,Other,Acme Bank,Il,Los Angeles,93367.0,Resolved,2024-03-03,2024-03-23,20,TRUE,Yes,In progress
100596,Bank Account,Billing Disputes,Finserv Co,Tx,,87113.0,Resolved,2024-01-24,2024-02-23,30,Yes,,In progress
100597,Nan,Identity Theft,Metro Loans,Ca,Los Angeles,26171.0,,2024-02-09,2024-04-06,57,,,In progress
100598,Credit Card,Billing Disputes,Northstar Finance,Nan,Atlanta,40051.0,In Progress,2023-04-10,2023-06-02,53,TRUE,TRUE,
100599,Credit Reporting,Collection Harassment,Acme Bank,Nc,Chicago,15173.0,,2023-01-08,2023-01-17,9,No,FALSE,
100600,Credit Reporting,Fees,United Credit,Mi,Los Angeles,,Resolved,2024-03-31,2024-05-28,58,No,Yes,
100601,Student Loan,Nan,Finserv Co,Ca,Houston,30795.0,Closed,2023-05-25,2023-06-17,23,FALSE,,Closed with explanation
100602,Nan,Identity Theft,United Credit,Il,Los Angeles,35212.0,Resolved,2023-11-25,2024-01-04,40,TRUE,FALSE,Closed with explanation
100603,Credit Card,Fees,,Nc,Charlotte,11385.0,Closed,2024-03-30,2024-05-13,44,N,,In progress
100604,Credit  Card,Identity Theft,Nan,Ga,Chicago,,,2023-01-19,2023-02-14,26,N,,Closed
100605,Student Loan,Fees,,Mi,Houston,,Open,2023-01-03,2023-01-27,24,Yes,TRUE,
100606,Student Loan,Fees,,Mi,Miami,69022.0,In Progress,2023-01-03,2023-01-27,24,Yes,Y,
100607,Student  Loan,Identity Theft,Acme Bank,Pa,Los Angeles,68819.0,,2023-03-20,2023-05-10,51,TRUE,FALSE,Closed
100608,Credit Card,,Nan,Nan,Atlanta,97001.0,Open,2023-01-26,2023-02-15,20,Y,TRUE,In progress
100609,Nan,Incorrect Information,Finserv Co,Fl,Houston,,In Progress,2024-02-14,2024-02-27,13,Y,N,Closed
100610,Credit Reporting,Fees,Finserv Co,Ca,Los Angeles,40840.0,Resolved,2023-10-30,2023-11-17,18,N,FALSE,In progress
100611,Credit Reporting,,Acme Bank,Nan,Atlanta,37754.0,In Progress,2024-05-05,2024-05-12,7,TRUE,,In progress
100612,Student Loan,Incorrect Information,,Ny,Houston,59631.0,,2024-02-05,2024-02-25,20,Y,No,Closed with explanation
100613,Nan,Fees,Finserv Co,Fl,Los Angeles,,Closed,2024-04-26,2024-04-28,2,Y,TRUE,
100615,Credit Card,Fees,United Credit,Fl,Charlotte,60456.0,Closed,2023-05-24,2023-07-05,42,FALSE,Y,
100616,Student Loan,,,Pa,Nan,31059.0,Resolved,2024-02-29,2024-02-29,0,Yes,Y,
100617,Credit Reporting,Billing Disputes,Nan,Ca,Miami,60825.0,,2023-05-03,2023-06-03,31,,Yes,Closed
100618,Bank Account,Identity Theft,Finserv Co,Oh,Detroit,96767.0,Closed,2023-01-29,2023-03-15,45,TRUE,Y,
100619,Mortgage,Identity Theft,Northstar Finance,Nan,,62097.0,In Progress,2023-12-01,2024-01-12,42,No,TRUE,Closed with explanation
100620,Student Loan,Billing Disputes,Nan,Ca,,63315.0,Closed,2024-02-05,2024-02-28,23,,,
100621,Credit Card,Other,Acme Bank,Nan,,25839.0,Closed,2024-04-29,2024-05-06,7,,TRUE,
100622,Student  Loan,Identity Theft,United Credit,Pa,Nan,10710.0,,2024-04-08,2024-06-02,55,Yes,Y,
100623,Credit Reporting,Collection Harassment,Acme Bank,Nc,Detroit,28862.0,,2023-03-02,2023-04-20,49,No,,
100624,Student Loan,Other,Metro Loans,Oh,New York,12263.0,,2024-01-22,2024-02-25,34,No,No,In progress
100625,Credit Reporting,Collection Harassment,,Il,Los Angeles,50702.0,Resolved,2024-02-28,2024-02-28,0,Yes,No,Closed with explanation
100626,Bank Account,Nan,Nan,Ca,Los Angeles,89398.0,Resolved,2023-12-16,2023-12-13,-3,FALSE,TRUE,
100627,Debt Collection,Billing Disputes,United Credit,Nc,New York,,,2024-02-14,2024-02-29,15,No,,
100628,Mortgage,Incorrect Information,United Credit,Nan,Houston,68074.0,Resolved,2024-02-23,2024-02-28,5,N,No,
100629,Credit Reporting,Collection Harassment,United Credit,Ga,,87005.0,,2023-08-12,2023-10-01,50,,Yes,Closed with explanation
100630,Student Loan,Fees,,Nc,New York,78675.0,Closed,2023-01-21,2023-01-29,8,TRUE,FALSE,Closed
100631,Credit  Card,Billing Disputes,Nan,Mi,Columbus,,Open,2023-08-17,2023-08-30,13,FALSE,TRUE,
100632,Credit Reporting,Fees,Acme Bank,Pa,Columbus,80560.0,In Progress,2023-04-11,2023-06-08,58,Yes,FALSE,
100633,Bank Account,Collection Harassment,,Ga,Los Angeles,47840.0,Open,2023-03-04,2023-03-13,9,Yes,Yes,Closed
100635,Credit  Card,Incorrect Information,Metro Loans,Nan,Atlanta,45908.0,Open,2023-12-15,2024-01-03,19,FALSE,Y,In progress
100636,Bank Account,Identity Theft,Northstar Finance,Il,Philadelphia,81874.0,Open,2023-09-10,2023-10-08,28,FALSE,N,Closed with explanation
100637,Debt Collection,Identity Theft,Acme Bank,Nan,Los Angeles,46789.0,,2023-09-27,2023-11-04,38,N,N,Closed with explanation
100638,Debt Collection,Identity Theft,Finserv Co,,Chicago,94376.0,Resolved,2024-01-08,2024-03-03,55,,,Closed with explanation
100639,Bank Account,Incorrect Information,,Fl,Columbus,26795.0,,2023-10-02,2023-11-22,51,,No,
100640,Student Loan,Identity Theft,Northstar Finance,Nc,,25495.0,Closed,2023-11-12,2024-01-09,58,Yes,Y,Closed with explanation
100641,Nan,Incorrect Information,Nan,Nan,Columbus,74454.0,Closed,2023-02-13,2023-02-10,-3,,No,
100642,Credit Reporting,Billing Disputes,Acme Bank,Oh,,,In Progress,2024-03-01,2024-03-11,10,No,TRUE,Closed
100643,Debt  Collection,Identity Theft,United Credit,Mi,Los Angeles,,,2023-08-13,2023-09-13,31,,,
100644,Credit  Card,Identity Theft,,Nan,Nan,37700.0,,2023-03-19,2023-03-17,-2,,,Closed with explanation
100645,,Billing Disputes,Northstar Finance,Nc,Nan,,,2024-02-11,2024-02-29,18,TRUE,No,
100647,Student Loan,Collection Harassment,Acme Bank,,Los Angeles,51996.0,,2023-01-27,2023-03-23,55,,FALSE,
100648,Bank Account,Other,,,Houston,,Closed,2023-04-07,2023-04-06,-1,TRUE,Yes,Closed with explanation
100649,Mortgage,Fees,Northstar Finance,,Nan,92983.0,In Progress,2023-01-08,2023-01-12,4,No,FALSE,Closed with explanation
100650,Debt  Collection,Billing Disputes,Finserv Co,Fl,New York,87733.0,Closed,2023-05-16,2023-05-23,7,N,No,Closed with explanation
100651,Student  Loan,Other,Metro Loans,Ny,Los Angeles,79752.0,Open,2023-02-19,2023-02-23,4,,Yes,
100652,Bank Account,Incorrect Information,Northstar Finance,Tx,,11985.0,In Progress,2023-12-21,2024-01-21,31,No,Yes,In progress
100653,Credit Card,Collection Harassment,Northstar Finance,Fl,Miami,21467.0,,2023-09-19,2023-10-07,18,,,In progress
100654,Credit Card,Incorrect Information,,Mi,,49052.0,Closed,2024-05-05,2024-06-28,54,No,FALSE,
100655,Debt  Collection,Incorrect Information,United Credit,Ga,Philadelphia,,,2024-01-10,2024-01-21,11,FALSE,,Closed
100656,Debt Collection,Incorrect Information,United Credit,Oh,Philadelphia,,Resolved,2023-11-02,2023-12-01,29,FALSE,FALSE,
100657,Credit Reporting,Identity Theft,,Ny,Detroit,36665.0,,2023-09-12,2023-10-19,37,No,,Closed
100658,Bank Account,Fees,Metro Loans,Mi,Nan,19937.0,Closed,2023-01-28,2023-03-04,35,N,N,Closed with explanation
100659,Student Loan,Collection Harassment,Nan,Pa,Philadelphia,39534.0,,2023-02-05,2023-03-23,46,No,,
100660,Bank Account,Billing Disputes,Metro Loans,Nan,Atlanta,,Closed,2023-11-05,2023-11-13,8,Y,Yes,In progress
100661,,Billing Disputes,Acme Bank,Ca,Charlotte,98790.0,In Progress,2023-01-03,2023-01-30,27,,TRUE,
100662,Bank Account,Other,Acme Bank,Il,Chicago,94770.0,,2023-01-22,2023-03-10,47,Yes,,In progress
100663,Bank Account,Fees,Acme Bank,Ny,New York,63390.0,,2023-04-20,2023-06-10,51,,,
100664,Student Loan,Other,Nan,Fl,Philadelphia,18184.0,Closed,2024-03-18,2024-04-22,35,FALSE,Y,Closed
100665,Credit  Card,Fees,Metro Loans,Nan,Miami,,Closed,2023-08-18,2023-09-24,37,FALSE,No,
100666,Bank Account,Fees,,Oh,Columbus,23765.0,In Progress,2023-12-21,2024-02-10,51,Y,FALSE,In progress
100667,Mortgage,Other,Finserv Co,Oh,Los Angeles,34146.0,In Progress,2023-07-25,2023-08-29,35,,Yes,
100668,Student  Loan,Fees,Northstar Finance,Fl,Detroit,97667.0,Open,2023-03-28,2023-05-23,56,Y,,In progress
100669,Student  Loan,Identity Theft,Finserv Co,Fl,Los Angeles,,Closed,2023-07-05,2023-07-08,3,TRUE,FALSE,
100670,Bank Account,Fees,Finserv Co,Mi,Nan,27806.0,Open,2023-02-15,2023-03-04,17,Yes,FALSE,In progress
100671,Credit Reporting,Identity Theft,Nan,,Miami,55189.0,Open,2024-01-21,2024-01-23,2,,Y,In progress
100672,Bank Account,Incorrect Information,Metro Loans,Nan,Charlotte,17104.0,In Progress,2023-04-02,2023-04-02,0,FALSE,Yes,
100673,Credit Card,Collection Harassment,Northstar Finance,Nan,Charlotte,,Open,2023-07-08,2023-08-02,25,No,TRUE,
100674,Bank Account,Billing Disputes,Northstar Finance,Oh,Los Angeles,95696.0,,2024-05-05,2024-05-14,9,FALSE,Y,In progress
100675,Student Loan,Collection Harassment,Acme Bank,Ca,Detroit,36870.0,,2023-10-23,2023-11-13,21,No,N,Closed with explanation
100676,Credit Card,Fees,Nan,Nan,Miami,90335.0,Closed,2023-08-18,2023-09-10,23,N,No,Closed with explanation
100677,Credit Card,Identity Theft,Metro Loans,,Nan,58863.0,,2023-09-29,2023-11-03,35,TRUE,Y,
100678,Mortgage,Billing Disputes,Northstar Finance,Ga,Los Angeles,,Resolved,2024-01-28,2024-03-24,56,,,Closed with explanation
100679,Credit Reporting,Collection Harassment,Acme Bank,Ca,Philadelphia,73268.0,Closed,2023-05-08,2023-06-27,50,Y,,
100680,Bank Account,Collection Harassment,Acme Bank,Mi,New York,59628.0,Closed,2023-11-15,2023-12-04,19,Yes,Y,
100681,Credit Reporting,Collection Harassment,Nan,Nan,Charlotte,13086.0,In Progress,2024-03-12,2024-03-28,16,N,No,
100683,Bank Account,,Nan,Tx,Houston,52751.0,Open,2023-08-12,2023-08-15,3,,No,Closed
100684,Bank Account,Incorrect Information,Acme Bank,Nan,Detroit,68996.0,Open,2023-03-14,2023-04-13,30,Yes,Yes,
100685,Mortgage,Incorrect Information,Acme Bank,Il,Los Angeles,59848.0,In Progress,2023-05-05,2023-05-27,22,Yes,FALSE,Closed
100686,Credit Card,Identity Theft,Acme Bank,Nan,New York,69255.0,,2024-04-18,2024-04-24,6,,FALSE,
100687,Debt Collection,Identity Theft,,Mi,Detroit,41922.0,Closed,2023-09-28,2023-11-02,35,FALSE,,Closed with explanation
100688,Bank Account,Other,,Fl,,,,2023-05-31,2023-06-15,15,TRUE,Y,
100689,Credit  Card,Fees,United Credit,Ny,Detroit,30188.0,Resolved,2023-07-29,2023-08-05,7,Yes,,In progress
100690,Mortgage,Identity Theft,Acme Bank,Ga,Nan,68791.0,Closed,2023-10-17,2023-11-23,37,Y,No,Closed with explanation
100691,Credit Card,Other,United Credit,Pa,Philadelphia,62011.0,,2023-09-26,2023-10-02,6,,No,Closed
100692,Student Loan,Billing Disputes,,,New York,55330.0,Open,2023-12-16,2024-01-23,38,No,,
100693,Credit Reporting,Fees,Northstar Finance,Pa,New York,11976.0,Resolved,2023-05-09,2023-05-14,5,No,,
100694,Student  Loan,Billing Disputes,,Fl,Chicago,45074.0,Resolved,2023-11-21,2023-12-14,23,N,TRUE,Closed with explanation
100695,Debt Collection,Incorrect Information,Metro Loans,Nan,New York,14279.0,,2023-08-10,2023-09-26,47,FALSE,TRUE,Closed with explanation
100696,Bank Account,Fees,Acme Bank,Nan,Houston,55281.0,,2024-04-15,2024-04-24,9,,FALSE,
100697,Credit Reporting,Other,Finserv Co,Nc,,71897.0,,2023-03-20,2023-05-03,44,TRUE,,
100698,Bank Account,Other,Metro Loans,,Nan,,Resolved,2023-03-16,2023-04-26,41,N,No,In progress
100699,Mortgage,Other,Nan,Nan,Miami,78133.0,Open,2023-08-19,2023-10-11,53,N,Yes,Closed with explanation
100700,Mortgage,Identity Theft,Acme Bank,Nan,Detroit,42474.0,Closed,2023-09-12,2023-09-17,5,Yes,No,Closed with explanation
100701,Student Loan,Billing Disputes,United Credit,,Philadelphia,37552.0,In Progress,2023-12-12,2024-01-22,41,Y,Y,Closed with explanation
100702,Student  Loan,Other,Nan,Ny,Nan,30621.0,Open,2024-04-01,2024-05-15,44,Yes,TRUE,
100704,Credit Reporting,Identity Theft,Acme Bank,Nc,Nan,82167.0,Open,2023-08-26,2023-09-02,7,FALSE,No,In progress
100706,Student Loan,Fees,Finserv Co,,Philadelphia,47485.0,,2023-03-01,2023-03-02,1,TRUE,FALSE,
100707,Debt Collection,,,Mi,Nan,,,2024-05-01,2024-06-03,33,No,Yes,
100708,Debt  Collection,Billing Disputes,Nan,Ga,Nan,12300.0,,2023-03-09,2023-04-05,27,TRUE,Y,Closed
100709,Mortgage,Other,Finserv Co,Nc,Columbus,,In Progress,2024-04-18,2024-05-17,29,No,TRUE,
100710,Mortgage,Incorrect Information,Nan,Ca,Columbus,,,2023-05-20,2023-06-17,28,FALSE,Yes,Closed with explanation
100711,Credit Card,Fees,Acme Bank,Ny,Charlotte,30856.0,In Progress,2023-06-02,2023-06-30,28,Y,,In progress
100713,Student Loan,Incorrect Information,Finserv Co,Nan,New York,56096.0,Closed,2023-11-04,2023-12-29,55,No,Y,Closed with explanation
100714,Credit Card,Fees,Northstar Finance,,Atlanta,81421.0,Resolved,2023-08-02,2023-08-25,23,,Yes,
100715,Debt Collection,Other,Acme Bank,Fl,Nan,51060.0,Closed,2024-01-28,2024-02-09,12,No,TRUE,Closed
100716,Credit  Card,Identity Theft,Metro Loans,Pa,Miami,50435.0,In Progress,2023-11-02,2023-12-31,59,No,,
100717,Credit  Card,Fees,Metro Loans,Oh,Philadelphia,15390.0,,2023-07-20,2023-07-21,1,Y,Y,In progress
100718,Debt Collection,Collection Harassment,Nan,Fl,Columbus,35227.0,Resolved,2023-11-14,2023-12-10,26,,,
100719,Credit Reporting,Incorrect Information,Nan,Pa,Philadelphia,,Closed,2024-04-30,2024-05-28,28,N,,
100720,Credit Reporting,Other,Finserv Co,Il,,82962.0,,2023-07-25,2023-08-20,26,Y,Y,In progress
100722,Debt  Collection,Incorrect Information,Acme Bank,Nan,Charlotte,11729.0,Resolved,2023-07-24,2023-08-15,22,Y,Yes,In progress
100723,Credit Reporting,Other,Acme Bank,Ca,Miami,84790.0,Open,2024-02-25,2024-04-23,58,FALSE,TRUE,
100724,,,,Oh,,25682.0,Closed,2023-04-19,2023-04-18,-1,N,,Closed
100725,Credit Reporting,Other,United Credit,,New York,61708.0,Open,2024-04-19,2024-05-31,42,TRUE,,In progress
100726,Credit Card,Collection Harassment,United Credit,Nan,,84425.0,,2023-10-22,2023-11-24,33,N,No,Closed with explanation
100727,Mortgage,Collection Harassment,Nan,,Houston,80858.0,Closed,2023-10-28,2023-11-07,10,N,FALSE,In progress
100728,Mortgage,Identity Theft,United Credit,Nan,Miami,,In Progress,2023-06-08,2023-06-17,9,N,Yes,Closed with explanation
100729,Credit Card,Incorrect Information,Acme Bank,Ny,Columbus,,,2024-04-05,2024-05-16,41,N,Y,In progress
100730,Student  Loan,Other,Finserv Co,,Miami,,,2023-01-19,2023-02-24,36,,,
100731,Credit Reporting,Fees,Northstar Finance,Nan,New York,72525.0,Closed,2023-05-30,2023-07-03,34,Y,FALSE,In progress
100732,Debt Collection,Identity Theft,,Nan,Miami,85435.0,,2023-07-29,2023-07-27,-2,,N,In progress
100733,Student  Loan,Identity Theft,,Nan,Columbus,56245.0,,2023-08-27,2023-09-29,33,FALSE,,
100734,Student Loan,Collection Harassment,Finserv Co,Fl,Miami,94775.0,Resolved,2023-08-26,2023-10-23,58,TRUE,,Closed with explanation
100735,Student  Loan,Identity Theft,,Ny,Nan,79275.0,Closed,2023-03-15,2023-03-11,-4,Y,Yes,
100736,Student  Loan,Billing Disputes,Northstar Finance,Mi,New York,15708.0,,2023-04-23,2023-05-18,25,N,Yes,
100737,Bank Account,Collection Harassment,Nan,Oh,Atlanta,36450.0,Resolved,2023-02-17,2023-03-16,27,,FALSE,In progress
100738,Credit Card,Identity Theft,United Credit,Ny,Houston,81930.0,In Progress,2023-10-14,2023-12-06,53,No,,Closed
100739,Credit Reporting,Collection Harassment,Nan,Fl,Houston,20447.0,Resolved,2023-06-25,2023-07-08,13,TRUE,No,
100740,Bank Account,Fees,,,New York,73788.0,Closed,2023-10-10,2023-11-04,25,,TRUE,In progress
100741,Credit Reporting,Other,,Pa,Houston,40651.0,Resolved,2023-10-22,2023-12-02,41,FALSE,,In progress
